age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contactado_previamente,rango_edad
42,technician,married,professional.course,unknown,yes,no,cellular,agosto,martes,1059,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
41,admin,divorced,university.degree,no,no,no,cellular,agosto,martes,117,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
34,technician,single,university.degree,no,yes,no,cellular,agosto,martes,149,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,admin,single,university.degree,no,yes,no,cellular,agosto,martes,1032,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0,Adultos (30-45)
32,technician,single,university.degree,no,yes,yes,cellular,agosto,martes,231,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
33,technician,single,university.degree,no,yes,no,cellular,agosto,martes,80,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,admin,married,university.degree,no,yes,yes,cellular,agosto,martes,141,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
45,technician,married,high.school,no,yes,yes,cellular,agosto,martes,474,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
38,unemployed,single,university.degree,no,yes,yes,cellular,agosto,martes,153,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
35,technician,married,professional.course,no,no,no,cellular,agosto,martes,98,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,technician,single,professional.course,no,no,no,cellular,agosto,martes,405,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
35,technician,married,professional.course,no,yes,yes,cellular,agosto,martes,202,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
44,blue-collar,married,basic,no,yes,no,cellular,agosto,martes,294,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
50,admin,married,basic,no,no,no,cellular,agosto,martes,178,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
33,admin,married,university.degree,unknown,no,no,cellular,agosto,martes,130,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
50,admin,married,basic,no,yes,no,cellular,agosto,martes,264,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
30,technician,single,university.degree,no,no,yes,cellular,agosto,martes,729,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
43,unemployed,married,professional.course,no,no,no,telephone,agosto,martes,18,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,technician,single,university.degree,no,yes,yes,cellular,agosto,martes,285,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,technician,single,university.degree,no,yes,no,cellular,agosto,martes,367,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
44,admin,married,basic,unknown,yes,yes,cellular,agosto,martes,86,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
48,blue-collar,married,basic,no,no,no,cellular,agosto,martes,155,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
31,services,married,university.degree,no,yes,no,cellular,agosto,martes,88,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
32,admin,single,university.degree,no,yes,yes,cellular,agosto,martes,220,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,services,married,university.degree,no,yes,no,cellular,agosto,martes,174,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
38,technician,married,professional.course,unknown,yes,no,cellular,agosto,martes,134,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
43,technician,married,high.school,no,yes,no,cellular,agosto,martes,88,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
32,admin,single,university.degree,no,yes,yes,cellular,agosto,martes,199,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
32,technician,single,university.degree,no,yes,no,cellular,agosto,martes,178,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
47,blue-collar,married,basic,no,yes,no,cellular,agosto,martes,373,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
35,technician,married,professional.course,no,no,no,cellular,agosto,martes,211,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
38,admin,married,university.degree,unknown,yes,no,cellular,agosto,martes,173,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
33,admin,married,high.school,unknown,yes,no,cellular,agosto,martes,68,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
56,blue-collar,married,basic,no,no,no,cellular,agosto,martes,44,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
34,admin,single,university.degree,unknown,no,yes,cellular,agosto,martes,285,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
33,technician,single,university.degree,no,no,no,cellular,agosto,martes,302,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,technician,single,professional.course,no,yes,no,cellular,agosto,martes,171,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
29,admin,single,university.degree,unknown,yes,no,cellular,agosto,martes,158,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
33,admin,divorced,high.school,no,no,no,cellular,agosto,martes,271,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
37,technician,single,university.degree,no,no,no,cellular,agosto,martes,59,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,technician,single,university.degree,unknown,no,no,cellular,agosto,martes,61,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
44,management,married,university.degree,no,yes,no,cellular,agosto,martes,61,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
35,technician,married,professional.course,no,yes,no,cellular,agosto,martes,105,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
33,admin,married,university.degree,no,yes,no,cellular,agosto,martes,118,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
55,services,married,high.school,no,yes,no,cellular,agosto,martes,392,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
33,admin,single,university.degree,unknown,yes,no,cellular,agosto,martes,313,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
29,technician,single,university.degree,no,yes,no,cellular,agosto,martes,82,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
31,admin,married,university.degree,unknown,no,no,cellular,agosto,martes,109,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
32,technician,single,high.school,no,yes,no,cellular,agosto,martes,78,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
52,unemployed,married,basic,no,no,no,cellular,agosto,martes,121,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
30,admin,single,professional.course,no,no,no,cellular,agosto,martes,97,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
55,retired,married,high.school,unknown,yes,yes,cellular,agosto,martes,37,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
32,admin,single,university.degree,no,yes,yes,cellular,agosto,martes,221,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
40,admin,divorced,university.degree,unknown,no,no,telephone,agosto,martes,105,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
52,blue-collar,married,basic,no,no,no,cellular,agosto,martes,329,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
53,self-employed,married,basic,no,no,no,cellular,agosto,martes,268,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
32,technician,married,high.school,no,yes,no,cellular,agosto,martes,160,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
60,retired,married,basic,unknown,no,no,cellular,agosto,martes,332,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
46,services,married,high.school,unknown,no,no,cellular,agosto,martes,205,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
46,blue-collar,married,basic,unknown,yes,no,cellular,agosto,martes,398,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
32,technician,married,high.school,no,yes,no,cellular,agosto,martes,599,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
41,technician,single,professional.course,unknown,no,yes,cellular,agosto,martes,102,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,admin,single,high.school,unknown,yes,no,cellular,agosto,martes,82,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,technician,single,university.degree,no,yes,no,cellular,agosto,martes,290,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0,Adultos (30-45)
56,retired,married,high.school,no,yes,no,cellular,agosto,martes,109,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
33,admin,single,university.degree,no,yes,yes,cellular,agosto,martes,238,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
37,services,married,high.school,no,no,no,cellular,agosto,martes,249,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
36,technician,single,high.school,no,yes,yes,cellular,agosto,martes,629,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
29,technician,single,university.degree,unknown,no,yes,cellular,agosto,martes,137,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
52,admin,married,high.school,no,yes,no,cellular,agosto,martes,231,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
34,admin,single,university.degree,no,no,no,cellular,agosto,martes,119,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
47,blue-collar,married,basic,no,yes,no,cellular,agosto,martes,308,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
31,admin,married,university.degree,unknown,no,no,cellular,agosto,martes,609,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
56,blue-collar,married,basic,unknown,yes,no,cellular,agosto,martes,147,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
43,management,married,university.degree,no,no,no,cellular,agosto,martes,123,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
41,technician,single,professional.course,unknown,yes,no,cellular,agosto,martes,57,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
39,admin,divorced,university.degree,no,no,no,cellular,agosto,martes,199,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
35,technician,married,professional.course,no,no,no,cellular,agosto,martes,219,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,admin,single,university.degree,no,yes,no,cellular,agosto,martes,386,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
29,admin,single,university.degree,no,yes,no,cellular,agosto,martes,112,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
45,technician,divorced,professional.course,no,no,no,cellular,agosto,martes,706,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,admin,single,university.degree,no,yes,no,cellular,agosto,martes,173,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
52,admin,divorced,university.degree,no,no,no,cellular,agosto,martes,228,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
40,technician,divorced,university.degree,no,no,no,cellular,agosto,martes,207,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
32,admin,married,university.degree,no,yes,no,cellular,agosto,martes,347,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
47,blue-collar,married,basic,no,no,no,cellular,agosto,martes,256,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
36,technician,married,university.degree,no,yes,no,cellular,agosto,martes,85,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
55,housemaid,married,basic,no,yes,no,cellular,agosto,martes,117,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
31,technician,single,university.degree,no,no,yes,cellular,agosto,martes,60,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
30,technician,single,professional.course,no,yes,yes,cellular,agosto,martes,207,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Jóvenes (<30)
57,services,married,high.school,no,no,no,cellular,agosto,martes,187,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
58,blue-collar,married,basic,no,yes,no,cellular,agosto,martes,166,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
32,admin,divorced,university.degree,no,yes,no,cellular,agosto,martes,152,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,technician,single,university.degree,no,no,no,cellular,agosto,martes,93,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
33,admin,single,university.degree,unknown,no,no,cellular,agosto,martes,54,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
29,services,married,professional.course,no,no,no,cellular,agosto,martes,836,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0,Jóvenes (<30)
31,services,divorced,high.school,no,yes,yes,cellular,agosto,martes,242,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
38,technician,married,university.degree,no,yes,yes,cellular,agosto,martes,235,5.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
52,blue-collar,married,basic,unknown,yes,no,telephone,agosto,martes,132,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
45,blue-collar,married,basic,unknown,yes,no,cellular,agosto,martes,561,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
48,blue-collar,married,basic,no,yes,yes,cellular,agosto,martes,303,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
43,management,married,university.degree,no,yes,no,cellular,agosto,martes,343,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
31,services,married,university.degree,no,yes,no,cellular,agosto,martes,159,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
33,self-employed,married,university.degree,no,yes,no,cellular,agosto,martes,173,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
60,retired,married,basic,unknown,yes,yes,cellular,agosto,martes,595,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
40,admin,divorced,university.degree,unknown,yes,no,cellular,agosto,martes,1200,2.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
32,technician,married,university.degree,unknown,yes,no,cellular,agosto,martes,695,3.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
40,admin,divorced,university.degree,unknown,yes,no,cellular,agosto,martes,100,6.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Adultos (30-45)
58,admin,married,university.degree,unknown,yes,yes,cellular,agosto,martes,103,4.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,Maduros (45-60)
51,blue-collar,married,basic,no,yes,no,telephone,agosto,martes,480,1.0,,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0,Maduros (45-60)
32,admin,divorced,university.degree,no,yes,no,cellular,agosto,miércoles,46,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
32,technician,married,high.school,no,yes,no,cellular,agosto,miércoles,125,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
35,admin,divorced,university.degree,no,yes,no,cellular,agosto,miércoles,108,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
38,admin,single,university.degree,unknown,yes,yes,cellular,agosto,miércoles,131,5.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
30,technician,single,professional.course,no,yes,no,cellular,agosto,miércoles,129,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Jóvenes (<30)
48,blue-collar,married,basic,no,yes,no,cellular,agosto,miércoles,118,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
42,technician,divorced,high.school,no,no,no,cellular,agosto,miércoles,113,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
30,technician,single,professional.course,no,no,no,cellular,agosto,miércoles,80,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Jóvenes (<30)
38,technician,married,professional.course,unknown,yes,yes,cellular,agosto,miércoles,83,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
31,admin,married,university.degree,unknown,no,no,cellular,agosto,miércoles,150,5.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
31,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,582,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
31,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,68,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
38,technician,divorced,high.school,unknown,no,no,cellular,agosto,miércoles,190,6.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
55,retired,married,basic,unknown,yes,yes,cellular,agosto,miércoles,117,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
29,technician,single,high.school,unknown,yes,no,cellular,agosto,miércoles,143,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Jóvenes (<30)
33,admin,single,university.degree,unknown,yes,no,cellular,agosto,miércoles,183,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
59,admin,married,university.degree,no,yes,no,cellular,agosto,miércoles,264,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
29,admin,married,university.degree,no,yes,no,cellular,agosto,miércoles,216,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Jóvenes (<30)
58,blue-collar,married,basic,unknown,yes,no,cellular,agosto,miércoles,127,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
33,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,43,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
33,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,154,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
39,management,divorced,university.degree,no,no,no,cellular,agosto,miércoles,649,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0,Adultos (30-45)
33,admin,single,university.degree,no,no,yes,cellular,agosto,miércoles,155,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
37,technician,married,professional.course,no,yes,no,cellular,agosto,miércoles,72,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
33,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,162,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
32,technician,married,high.school,no,yes,no,cellular,agosto,miércoles,30,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
48,blue-collar,married,basic,unknown,yes,no,cellular,agosto,miércoles,89,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
33,admin,married,university.degree,no,yes,no,cellular,agosto,miércoles,81,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
53,management,married,university.degree,no,no,no,cellular,agosto,miércoles,50,2.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
33,admin,single,university.degree,no,yes,no,cellular,agosto,miércoles,134,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
33,technician,married,university.degree,no,yes,no,cellular,agosto,miércoles,86,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
51,retired,married,university.degree,no,no,no,cellular,agosto,miércoles,142,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
49,admin,married,university.degree,no,no,no,cellular,agosto,miércoles,64,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
46,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,377,2.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
32,housemaid,married,university.degree,no,yes,yes,cellular,agosto,miércoles,73,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
32,services,married,high.school,no,no,no,cellular,agosto,miércoles,55,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
36,technician,divorced,professional.course,no,yes,no,cellular,agosto,miércoles,76,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
31,admin,married,university.degree,no,yes,no,cellular,agosto,miércoles,240,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
58,services,married,high.school,unknown,no,no,cellular,agosto,miércoles,153,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
32,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,160,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
43,unemployed,married,professional.course,no,no,yes,cellular,agosto,miércoles,120,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
56,technician,married,professional.course,no,no,no,cellular,agosto,miércoles,68,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
43,management,married,university.degree,no,no,no,cellular,agosto,miércoles,104,2.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
49,admin,married,university.degree,no,yes,no,cellular,agosto,miércoles,87,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
29,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,256,2.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Jóvenes (<30)
32,technician,single,university.degree,unknown,yes,no,cellular,agosto,miércoles,322,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
42,admin,single,university.degree,unknown,no,no,cellular,agosto,miércoles,156,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
54,blue-collar,married,basic,no,no,no,cellular,agosto,miércoles,50,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
32,technician,single,university.degree,no,no,no,cellular,agosto,miércoles,132,2.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
55,services,married,basic,no,no,yes,cellular,agosto,miércoles,64,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
40,admin,married,high.school,no,yes,yes,cellular,agosto,miércoles,18,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
42,admin,single,university.degree,unknown,no,no,cellular,agosto,miércoles,483,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
55,services,married,basic,no,yes,no,cellular,agosto,miércoles,212,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
33,admin,single,university.degree,no,no,no,cellular,agosto,miércoles,64,4.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
48,blue-collar,married,basic,no,no,no,cellular,agosto,miércoles,329,3.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
31,technician,married,university.degree,no,yes,no,cellular,agosto,miércoles,239,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
31,technician,married,professional.course,no,no,yes,cellular,agosto,miércoles,90,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
36,admin,married,university.degree,no,yes,no,cellular,agosto,miércoles,129,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Adultos (30-45)
49,admin,divorced,university.degree,unknown,no,no,cellular,agosto,miércoles,150,1.0,,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,Maduros (45-60)
